"Year","GDP","Population","CPI","Region","NationalCPI","Employment","rGDPpc","rGDPwk","GDPpc","rGDP"
1973,32027.0093475903,6213149,18.1004566896013,"Quebec",17.2262773722628,2353000.02976164,29923.5546123385,79013.8126071038,5154.71451716195,185919.503416096
1974,37633.6733697167,6268571,20.0778175044317,"Quebec",19.1240875912409,2427000.21618388,31392.6037258249,81082.3023492011,6003.54903369791,196786.765330198
1975,42399.039491256,6330303,22.2833353363579,"Quebec",21.1678832116788,2462000.28066595,31641.2833161495,81356.1689139581,6697.78989903895,200298.910700071
1976,49392.2859248946,6396761,23.8043821169967,"Quebec",22.7007299270073,2543400,34014.1153144449,85546.9710989007,7721.45245459297,217580.166292944
1977,54066.0129192044,6433133,25.7817429318271,"Quebec",24.5255474452555,2556000,34267.5538105533,86247.1562002921,8404.30516813571,220447.731247946
1978,60188.0794219525,6440459,27.9872607637533,"Quebec",26.7153284671533,2596100,34981.0746518599,86781.7792347147,9345.30899458447,225294.177071243
1979,67246.6675606005,6465996,30.4969879518072,"Quebec",29.1970802919708,2692000,35620.1637605493,85557.145763394,10400.0478132991,230319.836395057
1980,74786.7032754063,6505997,33.6596385542169,"Quebec",32.1167883211679,2756200,35791.3781446238,84485.3779968028,11495.0411559376,232858.598834788
1981,82671,6547207,37.8012048192771,"Quebec",36.1313868613139,2791200,34947.2081852011,81974.2784682596,12626.9109866238,228806.606060606
1982,87539,6580631,42.1686746987952,"Quebec",40.0729927007299,2640100,33195.7331559774,82742.6501549004,13302.5237245486,218448.870673953
1983,94461,6602976,44.5030120481928,"Quebec",42.4087591240876,2683800,33733.1777621111,82994.0245796831,14305.822102034,222739.363166954
1984,103335,6631220,46.3102409638554,"Quebec",44.2335766423358,2762500,35229.1326049914,84565.476457148,15583.105371259,233612.128712871
1985,110482,6665802,48.3433734939759,"Quebec",45.985401459854,2848600,36042.8509482442,84341.2581396152,16574.4497061269,240254.507936508
1986,120253,6708170,50.6777108433735,"Quebec",47.8832116788321,2933500,37437.6506558421,85610.4056587694,17926.3495111185,251138.125
1987,131801,6781984,52.8614457831325,"Quebec",50,3022100,38867.9772762661,87224.7774726184,19433.988638133,263602
1988,143726,6837077,54.8192771084337,"Quebec",51.970802919708,3081400,40448.7813409546,89748.6313313006,21021.5564341311,276551.43258427
1989,150818,6925128,57.1536144578313,"Quebec",54.5985401459854,3128800,39888.1910741585,88286.5088458851,21778.3700171318,276230.828877005
1990,156205,6996986,59.6385542168675,"Quebec",57.2262773722628,3140300,39011.1210537141,86921.7169879129,22324.6123402276,272960.267857143
1991,158027,7067396,64.0060240963855,"Quebec",60.4379562043796,3084400,36996.624313395,84771.6880709345,22360.0035996285,261469.79468599
1992,161359,7110010,65.210843373494,"Quebec",61.3138686131387,3038600,37013.8502249779,86608.5846238713,22694.6234956069,263168.845238095
1993,165346,7156537,66.039156626506,"Quebec",62.4817518248175,3030900,36977.5024548858,87310.9850163256,23104.1913148776,264630.864485981
1994,174577,7192403,65.210843373494,"Quebec",62.5547445255474,3094800,38801.8790741532,90176.6677842111,24272.4163259484,279078.751458576
1995,182007,7219219,66.3403614457831,"Quebec",63.941605839416,3135300,39428.8704477495,90787.373037646,25211.452928634,284645.650684932
1996,185004,7246897,67.394578313253,"Quebec",64.8905109489051,3132700,39341.221115443,91008.3242180356,25528.7193953495,285101.77727784
1997,193572,7274611,68.3734939759036,"Quebec",65.985401459854,3174500,40325.9770811356,92410.0792125302,26609.2578695961,293355.796460177
1998,200964,7295935,69.3524096385542,"Quebec",66.6423357664234,3257700,41332.0646298374,92567.1660849965,27544.6532898114,301556.056955093
1999,216140,7323250,70.4066265060241,"Quebec",67.8102189781022,3326600,43524.7354436158,95816.3045865026,29514.2184139556,318742.51883746
2000,231017,7356951,72.1385542168675,"Quebec",69.6350364963504,3401500,45093.948939762,97531.6691889846,31401.1878018489,331753.972746331
2001,239393,7396456,73.7951807228916,"Quebec",71.3868613138686,3441300,45338.7436489702,97447.4827811837,32365.9060501408,335346.022494888
2002,250562,7441656,75.3012048192771,"Quebec",72.992700729927,3564300,46128.1655588487,96307.8135959375,33670.1938385757,343269.94
2003,260058,7485753,77.183734939759,"Quebec",75.036496350365,3628800,46297.9943626984,95506.8756047599,34740.3928502584,346575.350194553
2004,272822,7535590,78.6897590361446,"Quebec",76.4233576642336,3675800,47373.5589764687,97118.373493522,36204.4644148633,356987.717287488
2005,281116,7581476,80.4969879518072,"Quebec",78.1021897810219,3705500,47475.3953047478,97134.9534727993,37079.3233402045,359933.570093458
2006,291512,7631966,81.8524096385542,"Quebec",79.6350364963504,3736000,47964.0477523346,97981.7938084032,38196.1869326986,366059.981668194
2007,306946,7692916,83.1325301204819,"Quebec",81.3868613138686,3824500,49024.8967434525,98612.7369737361,39899.824721861,377144.412556054
2008,315382,7761725,84.8644578313253,"Quebec",83.2846715328467,3870000,48788.0627993053,97850.0069072191,40632.9778496404,378679.526730938
2009,315540,7843383,85.3915662650602,"Quebec",83.5036496350365,3842500,48177.642134867,98341.1058687571,40230.089490721,377875.699300699
2010,329129,7929222,86.4457831325301,"Quebec",85.036496350365,3920100,48812.4059880624,98733.2984958232,41508.359836564,387044.403433476
2011,345763,8005090,89.0813253012048,"Quebec",87.5182481751825,3963500,49353.0142822776,99678.3956354024,43192.8935214969,395075.321100917
2012,355253,8061101,90.9638554216867,"Quebec",88.8321167883212,3983900,49610.474449222,100382.802076633,44070.0346019731,399915.045193098
2013,365802,8110880,91.6415662650602,"Quebec",89.6350364963504,4026400,50315.3270427574,101356.442431095,45100.1617580337,408101.57980456
2014,376878,8150183,92.921686746988,"Quebec",91.3868613138686,4005000,50599.9006990681,102970.898996063,46241.6610768126,412398.450479233
2015,387667,8175272,93.9006024096386,"Quebec",92.4087591240876,4034600,51314.899644108,103978.898092323,47419.462006891,419513.262243286
2016,399225,8225950,94.578313253012,"Quebec",93.7226277372263,4056700,51783.0000375493,105002.679310493,48532.3883563601,425964.369158878
2017,418674,8302063,95.5572289156626,"Quebec",95.1824817518248,4158600,52982.5605051087,105772.268363085,50430.1159844246,439864.555214724
2018,439685,8401738,97.1385542168675,"Quebec",97.3722627737226,4221700,53744.8992361926,106959.414979485,52332.6245117379,451550.562218891
2019,459816,8503483,99.1716867469879,"Quebec",99.2700729927007,4308100,54471.4442305582,107517.699217753,54073.8424478534,463197
2020,451018,8576595,100,"Quebec",100,4099600,52587.0698103385,110015.123426676,52587.0698103385,451018
2021,504455,8602335,103.765060240964,"Quebec",103.357664233577,4269000,56736.6113468752,114328.258976487,58641.6362534126,488067.337570621
2022,NA,8695659,NA,"Quebec",NA,NA,NA,NA,NA,NA
1867,NA,1525000,NA,"Ontario",3.5240023179871,NA,NA,NA,NA,NA
1868,NA,1545000,NA,"Ontario",3.5240023179871,NA,NA,NA,NA,NA
1869,NA,1569000,NA,"Ontario",3.5240023179871,NA,NA,NA,NA,NA
1870,NA,1594000,NA,"Ontario",3.5240023179871,NA,NA,NA,NA,NA
1871,NA,1621000,NA,"Ontario",3.62845055668236,NA,NA,NA,NA,NA
1872,NA,1651000,NA,"Ontario",3.96450225229915,NA,NA,NA,NA,NA
1873,NA,1685000,NA,"Ontario",3.93271373209165,NA,NA,NA,NA,NA
1874,NA,1718000,NA,"Ontario",3.82826549339639,NA,NA,NA,NA,NA
1875,NA,1746000,NA,"Ontario",3.66023907688985,NA,NA,NA,NA,NA
1876,NA,1774000,NA,"Ontario",3.66023907688985,NA,NA,NA,NA,NA
1877,NA,1802000,NA,"Ontario",3.5240023179871,NA,NA,NA,NA,NA
1878,NA,1829000,NA,"Ontario",3.45588365418665,NA,NA,NA,NA,NA
1879,NA,1861000,NA,"Ontario",3.42409513397915,NA,NA,NA,NA,NA
1880,NA,1894000,NA,"Ontario",3.5240023179871,NA,NA,NA,NA,NA
1881,NA,1927000,NA,"Ontario",3.67947301684974,NA,NA,NA,NA,NA
1882,NA,1946000,NA,"Ontario",3.9126790651437,NA,NA,NA,NA,NA
1883,NA,1968000,NA,"Ontario",3.93859065872142,NA,NA,NA,NA,NA
1884,NA,1988000,NA,"Ontario",3.44626696855578,NA,NA,NA,NA,NA
1885,NA,2005000,NA,"Ontario",3.44626696855578,NA,NA,NA,NA,NA
1886,NA,2020000,NA,"Ontario",3.42035480627991,NA,NA,NA,NA,NA
1887,NA,2037000,NA,"Ontario",3.62764926099614,NA,NA,NA,NA,NA
1888,NA,2057000,NA,"Ontario",3.47217856213351,NA,NA,NA,NA,NA
1889,NA,2075000,NA,"Ontario",3.54991391156482,NA,NA,NA,NA,NA
1890,NA,2093000,NA,"Ontario",3.47217856213351,NA,NA,NA,NA,NA
1891,NA,2114000,NA,"Ontario",3.47217856213351,NA,NA,NA,NA,NA
1892,NA,2119000,NA,"Ontario",3.47217856213351,NA,NA,NA,NA,NA
1893,NA,2122000,NA,"Ontario",3.44626696855578,NA,NA,NA,NA,NA
1894,NA,2128000,NA,"Ontario",3.16123716440823,NA,NA,NA,NA,NA
1895,NA,2133000,NA,"Ontario",3.00576646554559,NA,NA,NA,NA,NA
1896,NA,2137000,NA,"Ontario",3.16123716440823,NA,NA,NA,NA,NA
1897,NA,2142000,NA,"Ontario",3.1871493266841,NA,NA,NA,NA,NA
1898,NA,2149000,NA,"Ontario",3.31670786327087,NA,NA,NA,NA,NA
1899,NA,2159000,NA,"Ontario",3.21306092026182,NA,NA,NA,NA,NA
1900,NA,2172000,NA,"Ontario",3.31670786327087,NA,NA,NA,NA,NA
1901,NA,2183000,NA,"Ontario",3.34261945684859,NA,NA,NA,NA,NA
1902,NA,2194000,NA,"Ontario",3.39444321270219,NA,NA,NA,NA,NA
1903,NA,2217000,NA,"Ontario",3.42035480627991,NA,NA,NA,NA,NA
1904,NA,2246000,NA,"Ontario",3.47217856213351,NA,NA,NA,NA,NA
1905,NA,2289000,NA,"Ontario",3.49809072440937,NA,NA,NA,NA,NA
1906,NA,2299000,NA,"Ontario",3.57582550514255,NA,NA,NA,NA,NA
1907,NA,2365000,NA,"Ontario",3.67947301684974,NA,NA,NA,NA,NA
1908,NA,2412000,NA,"Ontario",3.75720836628106,NA,NA,NA,NA,NA
1909,NA,2444000,NA,"Ontario",3.83494314701423,NA,NA,NA,NA,NA
1910,NA,2482000,NA,"Ontario",3.93859065872142,NA,NA,NA,NA,NA
1911,NA,2527000,NA,"Ontario",4.04223760173047,NA,NA,NA,NA,NA
1912,NA,2572000,NA,"Ontario",4.22362046286897,NA,NA,NA,NA,NA
1913,NA,2639000,NA,"Ontario",4.35317899945574,NA,NA,NA,NA,NA
1914,NA,2705000,NA,"Ontario",4.37956204379562,NA,NA,NA,NA,NA
1915,NA,2724000,NA,"Ontario",4.45255474452555,NA,NA,NA,NA,NA
1916,NA,2713000,NA,"Ontario",4.89051094890511,NA,NA,NA,NA,NA
1917,NA,2724000,NA,"Ontario",5.76642335766423,NA,NA,NA,NA,NA
1918,NA,2744000,NA,"Ontario",6.4963503649635,NA,NA,NA,NA,NA
1919,NA,2789000,NA,"Ontario",7.15328467153285,NA,NA,NA,NA,NA
1920,NA,2863000,NA,"Ontario",8.32116788321168,NA,NA,NA,NA,NA
1921,NA,2933700,NA,"Ontario",7.2992700729927,1084220.32530916,NA,NA,NA,NA
1922,NA,2980000,NA,"Ontario",6.71532846715328,1150114.00597962,NA,NA,NA,NA
1923,NA,3013000,NA,"Ontario",6.71532846715328,1184433.4827305,NA,NA,NA,NA
1924,NA,3059000,NA,"Ontario",6.56934306569343,1173644.73602496,NA,NA,NA,NA
1925,NA,3111000,NA,"Ontario",6.64233576642336,1197734.7463333,NA,NA,NA,NA
1926,2291.54731196432,3164300,6.45773121387283,"Ontario",6.71532846715328,1216530.49475936,10784.1002591105,28050.3683194998,724.187754626401,34124.1284499035
1927,2429.6955545571,3219000,6.38434790462428,"Ontario",6.64233576642336,1276356.7274093,11363.4461242937,28658.8633793217,754.798246212208,36578.9330741014
1928,2612.25279897357,3278000,6.45773121387283,"Ontario",6.64233576642336,1320673.85508962,11997.3527633232,29778.2243561601,796.9044536222,39327.3223581735
1929,2795.77863442177,3334000,6.6778811416185,"Ontario",6.71532846715328,1356854.35491451,12487.3396923588,30683.3157026254,838.5658771511,41632.7905343241
1930,2656.65142250671,3386000,6.09081466763006,"Ontario",6.64233576642336,1272799.42697427,11812.0913160012,31423.4437479744,784.598766245336,39995.7411959801
1931,2290.25625261881,3431700,5.28359826589595,"Ontario",5.98540145985401,1228678.99792515,11150.1697092736,31142.4199940995,667.382420555062,38264.0373913142
1932,1874.27776175718,3473000,4.76991510115607,"Ontario",5.47445255474453,1201403.1666221,9857.99225878619,28497.3504864531,539.671109057638,34236.8071147645
1933,1768.79637478858,3512000,4.76991510115607,"Ontario",5.18248175182482,1189280.64514386,9718.19369189078,28698.269315391,503.64361468923,34130.2962459204
1934,1958.83295668819,3544000,4.99006502890173,"Ontario",5.25547445255474,1350038.63921208,10516.997235793,27608.2751419644,552.718102902988,37272.2382036503
1935,2092.04469124603,3575000,5.28359826589595,"Ontario",5.32846715328467,1350669.923176,10982.2826976034,29068.286759219,585.187326222665,39261.6606439323
1936,2196.26096459551,3605500,5.28359826589595,"Ontario",5.4014598540146,1379389.30086712,11277.355997016,29477.1802432286,609.141856773127,40660.5070472412
1937,2473.43115358482,3637000,5.50374819364162,"Ontario",5.62043795620438,1481813.54671256,12100.027782321,29698.6089389815,680.074554188843,44007.8010443014
1938,2494.51168562915,3672000,5.35698157514451,"Ontario",5.62043795620438,1432767.42739875,12086.838303596,30977.0234876035,679.333247720357,44382.8702508044
1939,2614.07493027311,3708000,5.65051481213873,"Ontario",5.62043795620438,1431926.85797826,12543.1942674812,32480.8240621228,704.982451529965,46510.1643438202
1940,3023.22183724376,3747000,5.79728143063584,"Ontario",5.83941605839416,1512706.32981333,13817.1000701359,34225.1982043258,806.837960299909,51772.6739627994
1941,3706.65095146379,3787700,6.09081466763006,"Ontario",6.2043795620438,1566111.75511631,15772.7623111508,38147.0170380716,978.602041202786,59742.4918059458
1942,4410.98698375324,3884000,6.45773121387283,"Ontario",6.42335766423358,1605496.52688009,17680.4962308712,42772.4670910065,1135.68150972019,68671.0473607038
1943,4887.32976382107,3915000,6.45773121387283,"Ontario",6.56934306569343,1591169.26146554,19002.8147479349,46755.5661989367,1248.36009293003,74396.0197381652
1944,5189.91312464043,3963000,6.53111452312139,"Ontario",6.64233576642336,1582697.71441254,19715.835713197,49367.5173849615,1309.59200722696,78133.8569313998
1945,5398.49022610075,4e+06,6.53111452312139,"Ontario",6.71532846715328,1578940.81651531,20097.6402439077,50914.2332218956,1349.62255652519,80390.5609756308
1946,5579.22697009191,4093000,6.82464776011561,"Ontario",6.86131386861314,1653999.72476178,19866.6663609014,49162.2000885645,1363.11433425163,81314.2654151694
1947,6291.0730299523,4176000,7.4850975433526,"Ontario",7.51824817518248,1728999.89473515,20037.6865747746,48396.4049917287,1506.48300525678,83677.3791362587
1948,7212.83780771966,4275000,8.43908056358381,"Ontario",8.61313868613139,1744999.82467696,19588.8349619902,47989.8440551479,1687.21352227361,83742.269462508
1949,7724.79561923684,4378000,8.73261380057804,"Ontario",8.90510948905109,1773999.89199546,19813.9917140742,48898.3432950733,1764.45765628982,86745.655724217
1950,8377.42997318822,4471000,9.09953034682081,"Ontario",9.12408759124088,1781999.89150841,20536.0394780011,51524.4882694257,1873.72622974462,91816.6325061429
1951,9644.57819011805,4597600,10.053513367052,"Ontario",10.0729927007299,1837999.80676153,20825.408783634,52092.9866648557,2097.74190667262,95746.8994236357
1952,10340.9514840938,4788000,10.2736632947977,"Ontario",10.3649635036496,1866999.88633344,20837.1626442992,53437.7829753581,2159.76430327773,99768.3347409047
1953,11082.2483187746,4941000,10.2002799855491,"Ontario",10.2189781021898,1906999.88389817,21948.5358613369,56868.234029036,2242.91607342129,108447.715690865
1954,11157.283735111,5115000,10.3470466040462,"Ontario",10.2919708029197,1944999.88158465,21194.0665642036,55736.5846148939,2181.28714273921,108407.650475902
1955,12451.1477552399,5266000,10.3470466040462,"Ontario",10.2919708029197,1992999.87866232,22973.6492697415,60702.0794881627,2364.44127520697,120979.237054459
1956,13897.8459559598,5404900,10.5671965317919,"Ontario",10.4379562043796,2096000.07126136,24634.5345005703,63524.4231847784,2571.3419223223,133147.195522133
1957,14522.3146927631,5636000,10.9341130780347,"Ontario",10.8029197080292,2160999.86843416,23851.9401447805,62207.09987983,2576.70594264782,134429.534655983
1958,14936.1640169886,5821000,11.2276463150289,"Ontario",11.0948905109489,2141999.86959091,23126.9549264397,62848.7454821908,2565.91032760498,134622.004626805
1959,16050.5136221639,5969000,11.3010296242775,"Ontario",11.1678832116788,2197999.86618153,24077.782773485,65386.8490104187,2688.97866010453,143720.285374932
1960,16388.969537228,6111000,11.374412933526,"Ontario",11.3138686131387,2248999.86307655,23704.3599495382,64409.6720635051,2681.88014027622,144857.343651628
1961,17076.968323987,6236100,11.4477962427746,"Ontario",11.4598540145985,2268999.97761157,23895.6372515018,65674.5636555489,2738.40514488013,149015.58346409
1962,18491.9495427068,6351000,11.5945628612717,"Ontario",11.6058394160584,2316999.85893658,25087.8838211071,68767.0089979978,2911.65950916498,159333.150147851
1963,19761.8377623747,6481000,11.7413294797688,"Ontario",11.7518248175182,2381999.85497925,25946.5726710503,70596.0317879791,3049.1957664519,168159.737481077
1964,21750.5883993072,6631000,11.9614794075144,"Ontario",11.970802919708,2472999.849439,27401.1443911366,73472.3006549495,3280.13699280759,181696.988457627
1965,23924.1502020158,6788000,12.2550126445087,"Ontario",12.2627737226277,2547999.84487285,28741.2711654686,76568.194877946,3524.47704802826,195095.748671201
1966,26814.2703629345,6960900,12.7686958092486,"Ontario",12.7737226277372,2650999.68219893,30156.6508413077,79184.25349155,3852.12693228383,209917.430841259
1967,29113.5706077449,7127000,13.1356123554913,"Ontario",13.2116788321168,2744999.83287911,30919.3749492131,80277.7408667135,4084.968515188,220362.385263041
1968,32154.4361067094,7262000,13.6492955202312,"Ontario",13.7226277372263,2829999.82770415,32266.1665403352,82797.4967072718,4427.76591940366,234316.901415914
1969,35556.6365987075,7385000,14.2363619942197,"Ontario",14.3795620437956,2935999.82125066,33483.011688688,84220.7276482834,4814.71043990623,247272.041320961
1970,38027.6775139131,7551000,14.6032785404624,"Ontario",14.8175182481752,2995999.81759775,33987.5501395508,85660.883420723,5036.11144403563,256639.991103748
1971,41554.5366582917,7849027,14.8234284682081,"Ontario",15.2554744525547,3078999.63401048,34703.7896445984,88467.3641769735,5294.22776330004,272390.981922773
1972,46822.067281031,7963117,15.5572615606936,"Ontario",15.985401459854,3217999.91753958,36782.7283900156,91020.8754675372,5879.86680103168,292905.169748915
1973,54009.2944500494,8075547,16.8047778179191,"Ontario",17.2262773722628,3366000.00369614,38824.4327401461,93145.7311340193,6688.00447202517,313528.531341389
1974,63086.8129372934,8204275,18.5659772398844,"Ontario",19.1240875912409,3518999.74089011,40208.4798995441,93742.9527472458,7689.50491509529,329881.426427832
1975,69810.1008428299,8319795,20.5473265895954,"Ontario",21.1678832116788,3580999.64890978,39639.5037811575,92095.1068680944,8390.84386608442,329792.545360955
1976,80076.8178005527,8413779,22.0149927745665,"Ontario",22.7007299270073,3740700,41925.2715205916,94300.5237226325,9517.342659054,352749.969089251
1977,86707.2272580633,8504080,23.7028088872832,"Ontario",24.5255474452555,3803900,41572.7976284082,92941.0333751659,10195.9562066753,353538.396855794
1978,94645.0606181966,8590144,25.7575415462428,"Ontario",26.7153284671533,3923600,41241.7410771858,90292.7145131363,11017.8665943431,354272.494663741
1979,106883.211630001,8662088,28.1791907514451,"Ontario",29.1970802919708,4092800,42261.7502653809,89443.6571131629,12339.1971577755,366074.999832753
1980,117770.663628691,8746013,31.0693641618497,"Ontario",32.1167883211679,4165100,41927.1067678356,88039.9080079417,13465.6401298158,366695.020843878
1981,132545,8812286,34.8265895953757,"Ontario",36.1313868613139,4292500,41628.4397909597,85461.0872851991,15040.9326252008,366841.717171717
1982,140241,8920288,38.5115606936416,"Ontario",40.0729927007299,4198600,39232.3521147995,83352.5174537753,15721.5775992883,349963.879781421
1983,156792,9039564,40.8959537572254,"Ontario",42.4087591240876,4249000,40899.7685874559,87012.4913465515,17345.0843425634,369716.075731497
1984,176007,9167484,42.9190751445087,"Ontario",44.2335766423358,4410200,43403.7969263307,90223.4850712861,19199.0517790923,397903.613861386
1985,193863,9294657,44.6531791907514,"Ontario",45.985401459854,4576600,45356.713565449,92115.3465974949,20857.4668220678,421575.095238095
1986,213220,9437359,46.6763005780347,"Ontario",47.8832116788321,4733900,47183.9386731694,94064.4644569347,22593.185233284,445291.768292683
1987,235968,9637945,48.9884393063584,"Ontario",50,4895600,48966.4549859955,96400.0326824087,24483.2274929977,471936
1988,260766,9838620,51.3005780346821,"Ontario",51.970802919708,5083100,50998.494033796,98710.3939270891,26504.3268263232,501754.803370786
1989,283288,10103305,54.2630057803468,"Ontario",54.5985401459854,5199000,51355.1123752439,99799.2620958576,28039.1416472135,518856.363636364
1990,287822,10295832,56.864161849711,"Ontario",57.2262773722628,5194100,48850.2784625936,96831.8400115673,27955.1958501265,502954.260204082
1991,288705,10431316,59.5375722543353,"Ontario",60.4379562043796,5017100,45793.6682809418,95212.0198197527,27676.7571800145,477688.224637681
1992,293503,10572205,60.1156069364162,"Ontario",61.3138686131387,4932900,45278.1058129942,97040.1623115544,27761.7583086972,478689.416666667
1993,302655,10690038,61.1994219653179,"Ontario",62.4817518248175,4938000,45312.2269135146,98094.2542669286,28311.8731664003,484389.427570094
1994,320400,10819146,61.1994219653179,"Ontario",62.5547445255474,5013600,47341.200980885,102160.396766303,29614.1673289186,512191.365227538
1995,337862,10950119,62.7167630057803,"Ontario",63.941605839416,5100000,48254.4056387209,103606.173336915,30854.6418536639,528391.484018265
1996,348301,11082903,63.728323699422,"Ontario",64.8905109489051,5165900,48430.6162629246,103902.867316869,31426.8743487153,536751.822272216
1997,369515,11227651,64.8843930635838,"Ontario",65.985401459854,5290700,49876.4236111034,105845.176901663,32911.158353604,559995.077433628
1998,389860,11365901,65.4624277456647,"Ontario",66.6423357664234,5453900,51470.0510701973,107263.335398303,34300.8442533504,585003.504928806
1999,418881,11504759,66.7630057803468,"Ontario",67.8102189781022,5635300,53693.0394639025,109617.141768795,36409.3676364711,617725.479009688
2000,452911,11683290,68.7138728323699,"Ontario",69.6350364963504,5814900,55669.8311837376,111851.757032907,38765.7072622523,650406.78197065
2001,469838,11897534,70.8092485549133,"Ontario",71.3868613138686,5921300,55318.8186360612,111150.849570596,39490.3683401955,658157.525562372
2002,495640,12094174,72.2543352601156,"Ontario",72.992700729927,6034200,56144.9504530032,112529.71396374,40981.7156591265,679026.8
2003,510275,12245039,74.2052023121387,"Ontario",75.036496350365,6212900,55535.6131595201,109455.447380006,41671.9783415961,680035.749027237
2004,534110,12391421,75.5780346820809,"Ontario",76.4233576642336,6314300,56400.5685923235,110682.607742245,43103.2082599728,698883.190066858
2005,557356,12528663,77.2398843930636,"Ontario",78.1021897810219,6381000,56959.3130075554,111835.768278197,44486.4707431272,713624.037383178
2006,578957,12661878,78.6127167630058,"Ontario",79.6350364963504,6449000,57417.4632512731,112732.658514049,45724.4178154299,727012.914757104
2007,602409,12764806,80.0578034682081,"Ontario",81.3868613138686,6526500,57985.9708139266,113411.425444179,47192.9616478308,740179.668161435
2008,609126,12883583,81.864161849711,"Ontario",83.2846715328467,6587700,56768.2361505017,111021.795498974,47279.2390129361,731378.282208589
2009,598521,12998345,82.1531791907514,"Ontario",83.5036496350365,6415500,55142.4268598455,111723.215409795,46045.9389253016,716760.288461538
2010,631636,13135778,84.1763005780347,"Ontario",85.036496350365,6514600,56546.4983442198,114018.089971301,48085.1610007416,742782.248927039
2011,660436,13261381,86.7774566473988,"Ontario",87.5182481751825,6638200,56904.0752381033,113679.404384495,49801.4497886759,754626.622185154
2012,680791,13390632,88.0057803468208,"Ontario",88.8321167883212,6666700,57232.5003676285,114956.327847777,50840.841567448,766379.350862777
2013,696192,13510781,88.8728323699422,"Ontario",89.6350364963504,6768100,57487.1494582697,114758.394031553,51528.6273976316,776696.286644951
2014,727042,13617553,90.9682080924856,"Ontario",91.3868613138686,6809100,58422.0327833883,116838.514311073,53390.0620764979,795565.127795527
2015,760435,13707118,92.0520231213873,"Ontario",92.4087591240876,6845400,60034.7639815197,120212.638267572,55477.380438397,822903.59399684
2016,790749,13875394,93.7138728323699,"Ontario",93.7226277372263,6921400,60806.3410128993,121899.028990137,56989.3006281479,843711.939252336
2017,824979,14070141,95.3034682080925,"Ontario",95.1824817518248,7052500,61600.9514109268,122897.422486478,58633.3143356559,866734.07208589
2018,860104,14308697,97.5433526011561,"Ontario",97.3722627737226,7173300,61732.7491384296,123139.308602568,60110.5747085147,883315.202398801
2019,893224,14544701,99.349710982659,"Ontario",99.2700729927007,7376900,61863.8928039436,121974.247113206,61412.331542601,899791.823529412
2020,866981,14726022,100,"Ontario",100,7021600,58874.0801826861,123473.424860431,58874.0801826861,866981
2021,956707,14809257,103.468208092486,"Ontario",103.357664233577,7366400,62503.3069053184,125655.345258299,64601.9580860809,925627.535310735
2022,NA,15109416,NA,"Ontario",NA,NA,NA,NA,NA,NA
1867,NA,15000,NA,"Manitoba",3.5240023179871,NA,NA,NA,NA,NA
1868,NA,17000,NA,"Manitoba",3.5240023179871,NA,NA,NA,NA,NA
1869,NA,20000,NA,"Manitoba",3.5240023179871,NA,NA,NA,NA,NA
1870,NA,22000,NA,"Manitoba",3.5240023179871,NA,NA,NA,NA,NA
1871,NA,25000,NA,"Manitoba",3.62845055668236,NA,NA,NA,NA,NA
1872,NA,29000,NA,"Manitoba",3.96450225229915,NA,NA,NA,NA,NA
1873,NA,33000,NA,"Manitoba",3.93271373209165,NA,NA,NA,NA,NA
1874,NA,37000,NA,"Manitoba",3.82826549339639,NA,NA,NA,NA,NA
1875,NA,41000,NA,"Manitoba",3.66023907688985,NA,NA,NA,NA,NA
1876,NA,44000,NA,"Manitoba",3.66023907688985,NA,NA,NA,NA,NA
1877,NA,47000,NA,"Manitoba",3.5240023179871,NA,NA,NA,NA,NA
1878,NA,50000,NA,"Manitoba",3.45588365418665,NA,NA,NA,NA,NA
1879,NA,54000,NA,"Manitoba",3.42409513397915,NA,NA,NA,NA,NA
1880,NA,58000,NA,"Manitoba",3.5240023179871,NA,NA,NA,NA,NA
1881,NA,62000,NA,"Manitoba",3.67947301684974,NA,NA,NA,NA,NA
1882,NA,71000,NA,"Manitoba",3.9126790651437,NA,NA,NA,NA,NA
1883,NA,80000,NA,"Manitoba",3.93859065872142,NA,NA,NA,NA,NA
1884,NA,90000,NA,"Manitoba",3.44626696855578,NA,NA,NA,NA,NA
1885,NA,99000,NA,"Manitoba",3.44626696855578,NA,NA,NA,NA,NA
1886,NA,108000,NA,"Manitoba",3.42035480627991,NA,NA,NA,NA,NA
1887,NA,117000,NA,"Manitoba",3.62764926099614,NA,NA,NA,NA,NA
1888,NA,126000,NA,"Manitoba",3.47217856213351,NA,NA,NA,NA,NA
1889,NA,135000,NA,"Manitoba",3.54991391156482,NA,NA,NA,NA,NA
1890,NA,144000,NA,"Manitoba",3.47217856213351,NA,NA,NA,NA,NA
1891,NA,153000,NA,"Manitoba",3.47217856213351,NA,NA,NA,NA,NA
1892,NA,163000,NA,"Manitoba",3.47217856213351,NA,NA,NA,NA,NA
1893,NA,173000,NA,"Manitoba",3.44626696855578,NA,NA,NA,NA,NA
1894,NA,183000,NA,"Manitoba",3.16123716440823,NA,NA,NA,NA,NA
1895,NA,193000,NA,"Manitoba",3.00576646554559,NA,NA,NA,NA,NA
1896,NA,203000,NA,"Manitoba",3.16123716440823,NA,NA,NA,NA,NA
